menu_id,date_id,restaurant_id
127,20210107,7
128,20210107,8
129,20210107,9
130,20210107,10
131,20210107,11
132,20210107,12
133,20210107,13
134,20210107,14
135,20210107,15
136,20210107,16
137,20210107,17
138,20210107,18
139,20210107,19
140,20210107,20
141,20210108,1
142,20210108,2
143,20210108,3
144,20210108,4
145,20210108,5
146,20210108,6
147,20210108,7
148,20210108,8
149,20210108,9
150,20210108,10
151,20210108,11
152,20210108,12
153,20210108,13
154,20210108,14
155,20210108,15
156,20210108,16
157,20210108,17
158,20210108,18
159,20210108,19
160,20210108,20
161,20210109,1
162,20210109,2
163,20210109,3
164,20210109,4
165,20210109,5
166,20210109,6
167,20210109,7
168,20210109,8
169,20210109,9
170,20210109,10
171,20210109,11
172,20210109,12
173,20210109,13
174,20210109,14
175,20210109,15
176,20210109,16
177,20210109,17
178,20210109,18
179,20210109,19
180,20210109,20
181,20210110,1
182,20210110,2
183,20210110,3
184,20210110,4
185,20210110,5
186,20210110,6
187,20210110,7
188,20210110,8
189,20210110,9
190,20210110,10
191,20210110,11
192,20210110,12
193,20210110,13
194,20210110,14
195,20210110,15
196,20210110,16
197,20210110,17
198,20210110,18
199,20210110,19
200,20210110,20
201,20210111,1
202,20210111,2
203,20210111,3
204,20210111,4
205,20210111,5
206,20210111,6
207,20210111,7
208,20210111,8
209,20210111,9
210,20210111,10
211,20210111,11
212,20210111,12
213,20210111,13
214,20210111,14
215,20210111,15
216,20210111,16
217,20210111,17
218,20210111,18
219,20210111,19
220,20210111,20
221,20210112,1
222,20210112,2
223,20210112,3
224,20210112,4
225,20210112,5
226,20210112,6
227,20210112,7
228,20210112,8
229,20210112,9
230,20210112,10
231,20210112,11
232,20210112,12
233,20210112,13
234,20210112,14
235,20210112,15
236,20210112,16
237,20210112,17
238,20210112,18
239,20210112,19
240,20210112,20
241,20210113,1
242,20210113,2
243,20210113,3
244,20210113,4
245,20210113,5
246,20210113,6
247,20210113,7
248,20210113,8
249,20210113,9
250,20210113,10
251,20210113,11
252,20210113,12
253,20210113,13
254,20210113,14
255,20210113,15
256,20210113,16
257,20210113,17
258,20210113,18
259,20210113,19
260,20210113,20
261,20210114,1
262,20210114,2
263,20210114,3
264,20210114,4
265,20210114,5
266,20210114,6
267,20210114,7
268,20210114,8
269,20210114,9
270,20210114,10
271,20210114,11
272,20210114,12
273,20210114,13
274,20210114,14
275,20210114,15
276,20210114,16
277,20210114,17
278,20210114,18
279,20210114,19
280,20210114,20
281,20210115,1
282,20210115,2
283,20210115,3
284,20210115,4
285,20210115,5
286,20210115,6
287,20210115,7
288,20210115,8
289,20210115,9
290,20210115,10
291,20210115,11
292,20210115,12
293,20210115,13
294,20210115,14
295,20210115,15
296,20210115,16
297,20210115,17
298,20210115,18
299,20210115,19
300,20210115,20
301,20210116,1
302,20210116,2
303,20210116,3
304,20210116,4
305,20210116,5
306,20210116,6
307,20210116,7
308,20210116,8
309,20210116,9
310,20210116,10
311,20210116,11
312,20210116,12
313,20210116,13
314,20210116,14
315,20210116,15
316,20210116,16
317,20210116,17
318,20210116,18
319,20210116,19
320,20210116,20
321,20210117,1
322,20210117,2
323,20210117,3
324,20210117,4
325,20210117,5
326,20210117,6
327,20210117,7
328,20210117,8
329,20210117,9
330,20210117,10
331,20210117,11
332,20210117,12
333,20210117,13
334,20210117,14
335,20210117,15
336,20210117,16
337,20210117,17
338,20210117,18
339,20210117,19
340,20210117,20
341,20210118,1
342,20210118,2
343,20210118,3
344,20210118,4
345,20210118,5
346,20210118,6
347,20210118,7
348,20210118,8
349,20210118,9
350,20210118,10
351,20210118,11
352,20210118,12
353,20210118,13
354,20210118,14
355,20210118,15
356,20210118,16
357,20210118,17
358,20210118,18
359,20210118,19
360,20210118,20
361,20210119,1
362,20210119,2
363,20210119,3
364,20210119,4
365,20210119,5
366,20210119,6
367,20210119,7
368,20210119,8
369,20210119,9
370,20210119,10
371,20210119,11
372,20210119,12
373,20210119,13
374,20210119,14
375,20210119,15
376,20210119,16
377,20210119,17
378,20210119,18
379,20210119,19
380,20210119,20
381,20210120,1
382,20210120,2
383,20210120,3
384,20210120,4
385,20210120,5
386,20210120,6
387,20210120,7
388,20210120,8
389,20210120,9
390,20210120,10
391,20210120,11
392,20210120,12
393,20210120,13
394,20210120,14
395,20210120,15
396,20210120,16
397,20210120,17
398,20210120,18
399,20210120,19
400,20210120,20
401,20210121,1
402,20210121,2
403,20210121,3
404,20210121,4
405,20210121,5
406,20210121,6
407,20210121,7
408,20210121,8
409,20210121,9
410,20210121,10
411,20210121,11
412,20210121,12
413,20210121,13
414,20210121,14
415,20210121,15
416,20210121,16
417,20210121,17
418,20210121,18
419,20210121,19
420,20210121,20
421,20210122,1
422,20210122,2
423,20210122,3
424,20210122,4
425,20210122,5
426,20210122,6
427,20210122,7
428,20210122,8
429,20210122,9
430,20210122,10
431,20210122,11
432,20210122,12
433,20210122,13
434,20210122,14
435,20210122,15
436,20210122,16
437,20210122,17
438,20210122,18
439,20210122,19
440,20210122,20
441,20210123,1
442,20210123,2
443,20210123,3
444,20210123,4
445,20210123,5
446,20210123,6
447,20210123,7
448,20210123,8
449,20210123,9
450,20210123,10
451,20210123,11
452,20210123,12
453,20210123,13
454,20210123,14
455,20210123,15
456,20210123,16
457,20210123,17
458,20210123,18
459,20210123,19
460,20210123,20
461,20210124,1
462,20210124,2
463,20210124,3
464,20210124,4
465,20210124,5
466,20210124,6
467,20210124,7
468,20210124,8
469,20210124,9
470,20210124,10
471,20210124,11
472,20210124,12
473,20210124,13
474,20210124,14
475,20210124,15
476,20210124,16
477,20210124,17
478,20210124,18
479,20210124,19
480,20210124,20
481,20210125,1
482,20210125,2
483,20210125,3
484,20210125,4
485,20210125,5
486,20210125,6
487,20210125,7
488,20210125,8
489,20210125,9
490,20210125,10
491,20210125,11
492,20210125,12
493,20210125,13
494,20210125,14
495,20210125,15
496,20210125,16
497,20210125,17
498,20210125,18
499,20210125,19
500,20210125,20
501,20210126,1
502,20210126,2
503,20210126,3
504,20210126,4
505,20210126,5
506,20210126,6
507,20210126,7
508,20210126,8
509,20210126,9
510,20210126,10
511,20210126,11
512,20210126,12
513,20210126,13
514,20210126,14
515,20210126,15
516,20210126,16
517,20210126,17
518,20210126,18
519,20210126,19
520,20210126,20
521,20210127,1
522,20210127,2
523,20210127,3
524,20210127,4
525,20210127,5
526,20210127,6
527,20210127,7
528,20210127,8
529,20210127,9
530,20210127,10
531,20210127,11
532,20210127,12
533,20210127,13
534,20210127,14
535,20210127,15
536,20210127,16
537,20210127,17
538,20210127,18
539,20210127,19
540,20210127,20
541,20210128,1
542,20210128,2
543,20210128,3
544,20210128,4
545,20210128,5
546,20210128,6
547,20210128,7
548,20210128,8
549,20210128,9
550,20210128,10
551,20210128,11
552,20210128,12
553,20210128,13
554,20210128,14
555,20210128,15
556,20210128,16
557,20210128,17
558,20210128,18
559,20210128,19
560,20210128,20
561,20210129,1
562,20210129,2
563,20210129,3
564,20210129,4
565,20210129,5
566,20210129,6
567,20210129,7
568,20210129,8
569,20210129,9
570,20210129,10
571,20210129,11
572,20210129,12
573,20210129,13
574,20210129,14
575,20210129,15
576,20210129,16
577,20210129,17
578,20210129,18
579,20210129,19
580,20210129,20
581,20210130,1
582,20210130,2
583,20210130,3
584,20210130,4
585,20210130,5
586,20210130,6
587,20210130,7
588,20210130,8
589,20210130,9
590,20210130,10
591,20210130,11
592,20210130,12
593,20210130,13
594,20210130,14
595,20210130,15
596,20210130,16
597,20210130,17
598,20210130,18
599,20210130,19
600,20210130,20
601,20210131,1
602,20210131,2
603,20210131,3
604,20210131,4
605,20210131,5
606,20210131,6
607,20210131,7
608,20210131,8
609,20210131,9
610,20210131,10
611,20210131,11
612,20210131,12
613,20210131,13
614,20210131,14
615,20210131,15
616,20210131,16
617,20210131,17
618,20210131,18
619,20210131,19
620,20210131,20
621,20210201,1
622,20210201,2
623,20210201,3
624,20210201,4
625,20210201,5
626,20210201,6
627,20210201,7
628,20210201,8
629,20210201,9
630,20210201,10
631,20210201,11
632,20210201,12
633,20210201,13
634,20210201,14
635,20210201,15
636,20210201,16
637,20210201,17
638,20210201,18
639,20210201,19
640,20210201,20
641,20210202,1
642,20210202,2
643,20210202,3
644,20210202,4
645,20210202,5
646,20210202,6
647,20210202,7
648,20210202,8
649,20210202,9
650,20210202,10
651,20210202,11
652,20210202,12
653,20210202,13
654,20210202,14
655,20210202,15
656,20210202,16
657,20210202,17
658,20210202,18
659,20210202,19
660,20210202,20
661,20210203,1
662,20210203,2
663,20210203,3
664,20210203,4
665,20210203,5
666,20210203,6
667,20210203,7
668,20210203,8
669,20210203,9
670,20210203,10
671,20210203,11
672,20210203,12
673,20210203,13
674,20210203,14
675,20210203,15
676,20210203,16
677,20210203,17
678,20210203,18
679,20210203,19
680,20210203,20
681,20210204,1
682,20210204,2
683,20210204,3
684,20210204,4
685,20210204,5
686,20210204,6
687,20210204,7
688,20210204,8
689,20210204,9
690,20210204,10
691,20210204,11
692,20210204,12
693,20210204,13
694,20210204,14
695,20210204,15
696,20210204,16
697,20210204,17
698,20210204,18
699,20210204,19
700,20210204,20
701,20210205,1
702,20210205,2
703,20210205,3
704,20210205,4
705,20210205,5
706,20210205,6
707,20210205,7
708,20210205,8
709,20210205,9
710,20210205,10
711,20210205,11
712,20210205,12
713,20210205,13
714,20210205,14
715,20210205,15
716,20210205,16
717,20210205,17
718,20210205,18
719,20210205,19
720,20210205,20
721,20210206,1
722,20210206,2
723,20210206,3
724,20210206,4
725,20210206,5
726,20210206,6
727,20210206,7
728,20210206,8
729,20210206,9
730,20210206,10
731,20210206,11
732,20210206,12
733,20210206,13
734,20210206,14
735,20210206,15
736,20210206,16
737,20210206,17
738,20210206,18
739,20210206,19
740,20210206,20
741,20210207,1
742,20210207,2
743,20210207,3
744,20210207,4
745,20210207,5
746,20210207,6
747,20210207,7
748,20210207,8
749,20210207,9
750,20210207,10
751,20210207,11
752,20210207,12
753,20210207,13
754,20210207,14
755,20210207,15
756,20210207,16
757,20210207,17
758,20210207,18
759,20210207,19
760,20210207,20
761,20210208,1
762,20210208,2
763,20210208,3
764,20210208,4
765,20210208,5
766,20210208,6
767,20210208,7
768,20210208,8
769,20210208,9
770,20210208,10
771,20210208,11
772,20210208,12
773,20210208,13
774,20210208,14
775,20210208,15
776,20210208,16
777,20210208,17
778,20210208,18
779,20210208,19
780,20210208,20
781,20210209,1
782,20210209,2
783,20210209,3
784,20210209,4
785,20210209,5
786,20210209,6
787,20210209,7
788,20210209,8
789,20210209,9
790,20210209,10
791,20210209,11
792,20210209,12
793,20210209,13
794,20210209,14
795,20210209,15
796,20210209,16
797,20210209,17
798,20210209,18
799,20210209,19
800,20210209,20
801,20210210,1
802,20210210,2
803,20210210,3
804,20210210,4
805,20210210,5
806,20210210,6
807,20210210,7
808,20210210,8
809,20210210,9
810,20210210,10
811,20210210,11
812,20210210,12
813,20210210,13
814,20210210,14
815,20210210,15
816,20210210,16
817,20210210,17
818,20210210,18
819,20210210,19
820,20210210,20
821,20210211,1
822,20210211,2
823,20210211,3
824,20210211,4
825,20210211,5
826,20210211,6
827,20210211,7
828,20210211,8
829,20210211,9
830,20210211,10
831,20210211,11
832,20210211,12
833,20210211,13
834,20210211,14
835,20210211,15
836,20210211,16
837,20210211,17
838,20210211,18
839,20210211,19
840,20210211,20
841,20210212,1
842,20210212,2
843,20210212,3
844,20210212,4
845,20210212,5
846,20210212,6
847,20210212,7
848,20210212,8
849,20210212,9
850,20210212,10
851,20210212,11
852,20210212,12
853,20210212,13
854,20210212,14
855,20210212,15
856,20210212,16
857,20210212,17
858,20210212,18
859,20210212,19
860,20210212,20
861,20210213,1
862,20210213,2
863,20210213,3
864,20210213,4
865,20210213,5
866,20210213,6
867,20210213,7
868,20210213,8
869,20210213,9
870,20210213,10
871,20210213,11
872,20210213,12
873,20210213,13
874,20210213,14
875,20210213,15
876,20210213,16
877,20210213,17
878,20210213,18
879,20210213,19
880,20210213,20
881,20210214,1
882,20210214,2
883,20210214,3
884,20210214,4
885,20210214,5
886,20210214,6
887,20210214,7
888,20210214,8
889,20210214,9
890,20210214,10
891,20210214,11
892,20210214,12
893,20210214,13
894,20210214,14
895,20210214,15
896,20210214,16
897,20210214,17
898,20210214,18
899,20210214,19
900,20210214,20
901,20210215,1
902,20210215,2
903,20210215,3
904,20210215,4
905,20210215,5
906,20210215,6
907,20210215,7
908,20210215,8
909,20210215,9
910,20210215,10
911,20210215,11
912,20210215,12
913,20210215,13
914,20210215,14
915,20210215,15
916,20210215,16
917,20210215,17
918,20210215,18
919,20210215,19
920,20210215,20
921,20210216,1
922,20210216,2
923,20210216,3
924,20210216,4
925,20210216,5
926,20210216,6
927,20210216,7
928,20210216,8
929,20210216,9
930,20210216,10
931,20210216,11
932,20210216,12
933,20210216,13
934,20210216,14
935,20210216,15
936,20210216,16
937,20210216,17
938,20210216,18
939,20210216,19
940,20210216,20
941,20210217,1
942,20210217,2
943,20210217,3
944,20210217,4
945,20210217,5
946,20210217,6
947,20210217,7
948,20210217,8
949,20210217,9
950,20210217,10
951,20210217,11
952,20210217,12
953,20210217,13
954,20210217,14
955,20210217,15
956,20210217,16
957,20210217,17
958,20210217,18
959,20210217,19
960,20210217,20
961,20210218,1
962,20210218,2
963,20210218,3
964,20210218,4
965,20210218,5
966,20210218,6
967,20210218,7
968,20210218,8
969,20210218,9
970,20210218,10
971,20210218,11
972,20210218,12
973,20210218,13
974,20210218,14
975,20210218,15
976,20210218,16
977,20210218,17
978,20210218,18
979,20210218,19
980,20210218,20
981,20210219,1
982,20210219,2
983,20210219,3
984,20210219,4
985,20210219,5
986,20210219,6
987,20210219,7
988,20210219,8
989,20210219,9
990,20210219,10
991,20210219,11
992,20210219,12
993,20210219,13
994,20210219,14
995,20210219,15
996,20210219,16
997,20210219,17
998,20210219,18
999,20210219,19
1000,20210219,20
1001,20210220,1
1002,20210220,2
1003,20210220,3
1004,20210220,4
1005,20210220,5
1006,20210220,6
1007,20210220,7
1008,20210220,8
1009,20210220,9
1010,20210220,10
1011,20210220,11
1012,20210220,12
1013,20210220,13
1014,20210220,14
1015,20210220,15
1016,20210220,16
1017,20210220,17
1018,20210220,18
1019,20210220,19
1020,20210220,20
1021,20210221,1
1022,20210221,2
1023,20210221,3
1024,20210221,4
1025,20210221,5
1026,20210221,6
1027,20210221,7
1028,20210221,8
1029,20210221,9
1030,20210221,10
1031,20210221,11
1032,20210221,12
1033,20210221,13
1034,20210221,14
1035,20210221,15
1036,20210221,16
1037,20210221,17
1038,20210221,18
1039,20210221,19
1040,20210221,20
1041,20210222,1
1042,20210222,2
1043,20210222,3
1044,20210222,4
1045,20210222,5
1046,20210222,6
1047,20210222,7
1048,20210222,8
1049,20210222,9
1050,20210222,10
1051,20210222,11
1052,20210222,12
1053,20210222,13
1054,20210222,14
1055,20210222,15
1056,20210222,16
1057,20210222,17
1058,20210222,18
1059,20210222,19
1060,20210222,20
1061,20210223,1
1062,20210223,2
1063,20210223,3
1064,20210223,4
1065,20210223,5
1066,20210223,6
1067,20210223,7
1068,20210223,8
1069,20210223,9
1070,20210223,10
1071,20210223,11
1072,20210223,12
1073,20210223,13
1074,20210223,14
1075,20210223,15
1076,20210223,16
1077,20210223,17
1078,20210223,18
1079,20210223,19
1080,20210223,20
1081,20210224,1
1082,20210224,2
1083,20210224,3
1084,20210224,4
1085,20210224,5
1086,20210224,6
1087,20210224,7
1088,20210224,8
1089,20210224,9
1090,20210224,10
1091,20210224,11
1092,20210224,12
1093,20210224,13
1094,20210224,14
1095,20210224,15
1096,20210224,16
1097,20210224,17
1098,20210224,18
1099,20210224,19
1100,20210224,20
1101,20210225,1
1102,20210225,2
1103,20210225,3
1104,20210225,4
1105,20210225,5
1106,20210225,6
1107,20210225,7
1108,20210225,8
1109,20210225,9
1110,20210225,10
1111,20210225,11
1112,20210225,12
1113,20210225,13
1114,20210225,14
1115,20210225,15
1116,20210225,16
1117,20210225,17
1118,20210225,18
1119,20210225,19
1120,20210225,20
1121,20210226,1
1122,20210226,2
1123,20210226,3
1124,20210226,4
1125,20210226,5
1126,20210226,6
1127,20210226,7
1128,20210226,8
1129,20210226,9
1130,20210226,10
1131,20210226,11
1132,20210226,12
1133,20210226,13
1134,20210226,14
1135,20210226,15
1136,20210226,16
1137,20210226,17
1138,20210226,18
1139,20210226,19
1140,20210226,20
1141,20210227,1
1142,20210227,2
1143,20210227,3
1144,20210227,4
1145,20210227,5
1146,20210227,6
1147,20210227,7
1148,20210227,8
1149,20210227,9
1150,20210227,10
1151,20210227,11
1152,20210227,12
1153,20210227,13
1154,20210227,14
1155,20210227,15
1156,20210227,16
1157,20210227,17
1158,20210227,18
1159,20210227,19
1160,20210227,20
1161,20210228,1
1162,20210228,2
1163,20210228,3
1164,20210228,4
1165,20210228,5
1166,20210228,6
1167,20210228,7
1168,20210228,8
1169,20210228,9
1170,20210228,10
1171,20210228,11
1172,20210228,12
1173,20210228,13
1174,20210228,14
1175,20210228,15
1176,20210228,16
1177,20210228,17
1178,20210228,18
1179,20210228,19
1180,20210228,20
1181,20210301,1
1182,20210301,2
1183,20210301,3
1184,20210301,4
1185,20210301,5
1186,20210301,6
1187,20210301,7
1188,20210301,8
1189,20210301,9
1190,20210301,10
1191,20210301,11
1192,20210301,12
1193,20210301,13
1194,20210301,14
1195,20210301,15
1196,20210301,16
1197,20210301,17
1198,20210301,18
1199,20210301,19
1200,20210301,20
1201,20210302,1
1202,20210302,2
1203,20210302,3
1204,20210302,4
1205,20210302,5
1206,20210302,6
1207,20210302,7
1208,20210302,8
1209,20210302,9
1210,20210302,10
1211,20210302,11
1212,20210302,12
1213,20210302,13
1214,20210302,14
1215,20210302,15
1216,20210302,16
1217,20210302,17
1218,20210302,18
1219,20210302,19
1220,20210302,20
1221,20210303,1
1222,20210303,2
1223,20210303,3
1224,20210303,4
1225,20210303,5
1226,20210303,6
1227,20210303,7
1228,20210303,8
1229,20210303,9
1230,20210303,10
1231,20210303,11
1232,20210303,12
1233,20210303,13
1234,20210303,14
1235,20210303,15
1236,20210303,16
1237,20210303,17
1238,20210303,18
1239,20210303,19
1240,20210303,20
1241,20210304,1
1242,20210304,2
1243,20210304,3
1244,20210304,4
1245,20210304,5
1246,20210304,6
1247,20210304,7
1248,20210304,8
1249,20210304,9
1250,20210304,10
1251,20210304,11
1252,20210304,12
1253,20210304,13
1254,20210304,14
1255,20210304,15
1256,20210304,16
1257,20210304,17
1258,20210304,18
1259,20210304,19
1260,20210304,20
1261,20210305,1
1262,20210305,2
1263,20210305,3
1264,20210305,4
1265,20210305,5
1266,20210305,6
1267,20210305,7
1268,20210305,8
1269,20210305,9
1270,20210305,10
1271,20210305,11
1272,20210305,12
1273,20210305,13
1274,20210305,14
1275,20210305,15
1276,20210305,16
1277,20210305,17
1278,20210305,18
1279,20210305,19
1280,20210305,20
1281,20210306,1
1282,20210306,2
1283,20210306,3
1284,20210306,4
1285,20210306,5
1286,20210306,6
1287,20210306,7
1288,20210306,8
1289,20210306,9
1290,20210306,10
1291,20210306,11
1292,20210306,12
1293,20210306,13
1294,20210306,14
1295,20210306,15
1296,20210306,16
1297,20210306,17
1298,20210306,18
1299,20210306,19
1300,20210306,20
1301,20210307,1
1302,20210307,2
1303,20210307,3
1304,20210307,4
1305,20210307,5
1306,20210307,6
1307,20210307,7
1308,20210307,8
1309,20210307,9
1310,20210307,10
1311,20210307,11
1312,20210307,12
1313,20210307,13
1314,20210307,14
1315,20210307,15
1316,20210307,16
1317,20210307,17
1318,20210307,18
1319,20210307,19
1320,20210307,20
1321,20210308,1
1322,20210308,2
1323,20210308,3
1324,20210308,4
1325,20210308,5
1326,20210308,6
1327,20210308,7
1328,20210308,8
1329,20210308,9
1330,20210308,10
1331,20210308,11
1332,20210308,12
1333,20210308,13
1334,20210308,14
1335,20210308,15
1336,20210308,16
1337,20210308,17
1338,20210308,18
1339,20210308,19
1340,20210308,20
1341,20210309,1
1342,20210309,2
1343,20210309,3
1344,20210309,4
1345,20210309,5
1346,20210309,6
1347,20210309,7
1348,20210309,8
1349,20210309,9
1350,20210309,10
1351,20210309,11
1352,20210309,12
1353,20210309,13
1354,20210309,14
1355,20210309,15
1356,20210309,16
1357,20210309,17
1358,20210309,18
1359,20210309,19
1360,20210309,20
1361,20210310,1
1362,20210310,2
1363,20210310,3
1364,20210310,4
1365,20210310,5
1366,20210310,6
1367,20210310,7
1368,20210310,8
1369,20210310,9
1370,20210310,10
1371,20210310,11
1372,20210310,12
1373,20210310,13
1374,20210310,14
1375,20210310,15
1376,20210310,16
1377,20210310,17
1378,20210310,18
1379,20210310,19
1380,20210310,20
1381,20210311,1
1382,20210311,2
1383,20210311,3
1384,20210311,4
1385,20210311,5
1386,20210311,6
1387,20210311,7
1388,20210311,8
1389,20210311,9
1390,20210311,10
1391,20210311,11
1392,20210311,12
1393,20210311,13
1394,20210311,14
1395,20210311,15
1396,20210311,16
1397,20210311,17
1398,20210311,18
1399,20210311,19
1400,20210311,20
1401,20210312,1
1402,20210312,2
1403,20210312,3
1404,20210312,4
1405,20210312,5
1406,20210312,6
1407,20210312,7
1408,20210312,8
1409,20210312,9
1410,20210312,10
1411,20210312,11
1412,20210312,12
1413,20210312,13
1414,20210312,14
1415,20210312,15
1416,20210312,16
1417,20210312,17
1418,20210312,18
1419,20210312,19
1420,20210312,20
1421,20210313,1
1422,20210313,2
1423,20210313,3
1424,20210313,4
1425,20210313,5
1426,20210313,6
1427,20210313,7
1428,20210313,8
1429,20210313,9
1430,20210313,10
1431,20210313,11
1432,20210313,12
1433,20210313,13
1434,20210313,14
1435,20210313,15
1436,20210313,16
1437,20210313,17
1438,20210313,18
1439,20210313,19
1440,20210313,20
1441,20210314,1
1442,20210314,2
1443,20210314,3
1444,20210314,4
1445,20210314,5
1446,20210314,6
1447,20210314,7
1448,20210314,8
1449,20210314,9
1450,20210314,10
1451,20210314,11
1452,20210314,12
1453,20210314,13
1454,20210314,14
1455,20210314,15
1456,20210314,16
1457,20210314,17
1458,20210314,18
1459,20210314,19
1460,20210314,20
1461,20210315,1
1462,20210315,2
1463,20210315,3
1464,20210315,4
1465,20210315,5
1466,20210315,6
1467,20210315,7
1468,20210315,8
1469,20210315,9
1470,20210315,10
1471,20210315,11
1472,20210315,12
1473,20210315,13
1474,20210315,14
1475,20210315,15
1476,20210315,16
1477,20210315,17
1478,20210315,18
1479,20210315,19
1480,20210315,20
1481,20210316,1
1482,20210316,2
1483,20210316,3
1484,20210316,4
1485,20210316,5
1486,20210316,6
1487,20210316,7
1488,20210316,8
1489,20210316,9
1490,20210316,10
1491,20210316,11
1492,20210316,12
1493,20210316,13
1494,20210316,14
1495,20210316,15
1496,20210316,16
1497,20210316,17
1498,20210316,18
1499,20210316,19
1500,20210316,20
1501,20210317,1
1502,20210317,2
1503,20210317,3
1504,20210317,4
1505,20210317,5
1506,20210317,6
1507,20210317,7
1508,20210317,8
1509,20210317,9
1510,20210317,10
1511,20210317,11
1512,20210317,12
1513,20210317,13
1514,20210317,14
1515,20210317,15
1516,20210317,16
1517,20210317,17
1518,20210317,18
1519,20210317,19
1520,20210317,20
1521,20210318,1
1522,20210318,2
1523,20210318,3
1524,20210318,4
1525,20210318,5
1526,20210318,6
1527,20210318,7
1528,20210318,8
1529,20210318,9
1530,20210318,10
1531,20210318,11
1532,20210318,12
1533,20210318,13
1534,20210318,14
1535,20210318,15
1536,20210318,16
1537,20210318,17
1538,20210318,18
1539,20210318,19
1540,20210318,20
1541,20210319,1
1542,20210319,2
1543,20210319,3
1544,20210319,4
1545,20210319,5
1546,20210319,6
1547,20210319,7
1548,20210319,8
1549,20210319,9
1550,20210319,10
1551,20210319,11
1552,20210319,12
1553,20210319,13
1554,20210319,14
1555,20210319,15
1556,20210319,16
1557,20210319,17
1558,20210319,18
1559,20210319,19
1560,20210319,20
1561,20210320,1
1562,20210320,2
1563,20210320,3
1564,20210320,4
1565,20210320,5
1566,20210320,6
1567,20210320,7
1568,20210320,8
1569,20210320,9
1570,20210320,10
1571,20210320,11
1572,20210320,12
1573,20210320,13
1574,20210320,14
1575,20210320,15
1576,20210320,16
1577,20210320,17
1578,20210320,18
1579,20210320,19
1580,20210320,20
1581,20210321,1
1582,20210321,2
1583,20210321,3
1584,20210321,4
1585,20210321,5
1586,20210321,6
1587,20210321,7
1588,20210321,8
1589,20210321,9
1590,20210321,10
1591,20210321,11
1592,20210321,12
1593,20210321,13
1594,20210321,14
1595,20210321,15
1596,20210321,16
1597,20210321,17
1598,20210321,18
1599,20210321,19
1600,20210321,20
1601,20210322,1
1602,20210322,2
1603,20210322,3
1604,20210322,4
1605,20210322,5
1606,20210322,6
1607,20210322,7
1608,20210322,8
1609,20210322,9
1610,20210322,10
1611,20210322,11
1612,20210322,12
1613,20210322,13
1614,20210322,14
1615,20210322,15
1616,20210322,16
1617,20210322,17
1618,20210322,18
1619,20210322,19
1620,20210322,20
1621,20210323,1
1622,20210323,2
1623,20210323,3
1624,20210323,4
1625,20210323,5
1626,20210323,6
1627,20210323,7
1628,20210323,8
1629,20210323,9
1630,20210323,10
1631,20210323,11
1632,20210323,12
1633,20210323,13
1634,20210323,14
1635,20210323,15
1636,20210323,16
1637,20210323,17
1638,20210323,18
1639,20210323,19
1640,20210323,20
1641,20210324,1
1642,20210324,2
1643,20210324,3
1644,20210324,4
1645,20210324,5
1646,20210324,6
1647,20210324,7
1648,20210324,8
1649,20210324,9
1650,20210324,10
1651,20210324,11
1652,20210324,12
1653,20210324,13
1654,20210324,14
1655,20210324,15
1656,20210324,16
1657,20210324,17
1658,20210324,18
1659,20210324,19
1660,20210324,20
1661,20210325,1
1662,20210325,2
1663,20210325,3
