date_id,service_date,day_of_week,month,max_temp_c,is_holiday,is_business_day,restaurant_id,cuisine_type,restaurant_segment
20210102,2021-01-02,5,1,5.90,0,0,9,Italian,Traditional
20210102,2021-01-02,5,1,5.90,0,0,10,Mediterranean,Gourmet
20210102,2021-01-02,5,1,5.90,0,0,11,Italian,Traditional
20210102,2021-01-02,5,1,5.90,0,0,12,Mediterranean,Traditional
20210102,2021-01-02,5,1,5.90,0,0,13,Grill,Gourmet
20210102,2021-01-02,5,1,5.90,0,0,14,Spanish,Traditional
20210102,2021-01-02,5,1,5.90,0,0,15,Spanish,Business
20210102,2021-01-02,5,1,5.90,0,0,16,Grill,Traditional
20210102,2021-01-02,5,1,5.90,0,0,17,Mediterranean,Traditional
20210102,2021-01-02,5,1,5.90,0,0,18,Mediterranean,Business
20210102,2021-01-02,5,1,5.90,0,0,19,Grill,Business
20210102,2021-01-02,5,1,5.90,0,0,20,Italian,Business
20210103,2021-01-03,6,1,6.30,0,0,1,Grill,Gourmet
20210103,2021-01-03,6,1,6.30,0,0,2,Spanish,Traditional
20210103,2021-01-03,6,1,6.30,0,0,3,Italian,Business
20210103,2021-01-03,6,1,6.30,0,0,4,Italian,Business
20210103,2021-01-03,6,1,6.30,0,0,5,Italian,Gourmet
20210103,2021-01-03,6,1,6.30,0,0,6,Mediterranean,Traditional
20210103,2021-01-03,6,1,6.30,0,0,7,Spanish,Family
20210103,2021-01-03,6,1,6.30,0,0,8,Mediterranean,Family
20210103,2021-01-03,6,1,6.30,0,0,9,Italian,Traditional
20210103,2021-01-03,6,1,6.30,0,0,10,Mediterranean,Gourmet
20210103,2021-01-03,6,1,6.30,0,0,11,Italian,Traditional
20210103,2021-01-03,6,1,6.30,0,0,12,Mediterranean,Traditional
20210103,2021-01-03,6,1,6.30,0,0,13,Grill,Gourmet
20210103,2021-01-03,6,1,6.30,0,0,14,Spanish,Traditional
20210103,2021-01-03,6,1,6.30,0,0,15,Spanish,Business
20210103,2021-01-03,6,1,6.30,0,0,16,Grill,Traditional
20210103,2021-01-03,6,1,6.30,0,0,17,Mediterranean,Traditional
20210103,2021-01-03,6,1,6.30,0,0,18,Mediterranean,Business
20210103,2021-01-03,6,1,6.30,0,0,19,Grill,Business
20210103,2021-01-03,6,1,6.30,0,0,20,Italian,Business
20210104,2021-01-04,0,1,3.30,0,1,1,Grill,Gourmet
20210104,2021-01-04,0,1,3.30,0,1,2,Spanish,Traditional
20210104,2021-01-04,0,1,3.30,0,1,3,Italian,Business
20210104,2021-01-04,0,1,3.30,0,1,4,Italian,Business
20210104,2021-01-04,0,1,3.30,0,1,5,Italian,Gourmet
20210104,2021-01-04,0,1,3.30,0,1,6,Mediterranean,Traditional
20210104,2021-01-04,0,1,3.30,0,1,7,Spanish,Family
20210104,2021-01-04,0,1,3.30,0,1,8,Mediterranean,Family
20210104,2021-01-04,0,1,3.30,0,1,9,Italian,Traditional
20210104,2021-01-04,0,1,3.30,0,1,10,Mediterranean,Gourmet
20210104,2021-01-04,0,1,3.30,0,1,11,Italian,Traditional
20210104,2021-01-04,0,1,3.30,0,1,12,Mediterranean,Traditional
20210104,2021-01-04,0,1,3.30,0,1,13,Grill,Gourmet
20210104,2021-01-04,0,1,3.30,0,1,14,Spanish,Traditional
20210104,2021-01-04,0,1,3.30,0,1,15,Spanish,Business
20210104,2021-01-04,0,1,3.30,0,1,16,Grill,Traditional
20210104,2021-01-04,0,1,3.30,0,1,17,Mediterranean,Traditional
20210104,2021-01-04,0,1,3.30,0,1,18,Mediterranean,Business
20210104,2021-01-04,0,1,3.30,0,1,19,Grill,Business
20210104,2021-01-04,0,1,3.30,0,1,20,Italian,Business
20210105,2021-01-05,1,1,6.30,0,1,1,Grill,Gourmet
20210105,2021-01-05,1,1,6.30,0,1,2,Spanish,Traditional
20210105,2021-01-05,1,1,6.30,0,1,3,Italian,Business
20210105,2021-01-05,1,1,6.30,0,1,4,Italian,Business
20210105,2021-01-05,1,1,6.30,0,1,5,Italian,Gourmet
20210105,2021-01-05,1,1,6.30,0,1,6,Mediterranean,Traditional
20210105,2021-01-05,1,1,6.30,0,1,7,Spanish,Family
20210105,2021-01-05,1,1,6.30,0,1,8,Mediterranean,Family
20210105,2021-01-05,1,1,6.30,0,1,9,Italian,Traditional
20210105,2021-01-05,1,1,6.30,0,1,10,Mediterranean,Gourmet
20210105,2021-01-05,1,1,6.30,0,1,11,Italian,Traditional
20210105,2021-01-05,1,1,6.30,0,1,12,Mediterranean,Traditional
20210105,2021-01-05,1,1,6.30,0,1,13,Grill,Gourmet
20210105,2021-01-05,1,1,6.30,0,1,14,Spanish,Traditional
20210105,2021-01-05,1,1,6.30,0,1,15,Spanish,Business
20210105,2021-01-05,1,1,6.30,0,1,16,Grill,Traditional
20210105,2021-01-05,1,1,6.30,0,1,17,Mediterranean,Traditional
20210105,2021-01-05,1,1,6.30,0,1,18,Mediterranean,Business
20210105,2021-01-05,1,1,6.30,0,1,19,Grill,Business
20210105,2021-01-05,1,1,6.30,0,1,20,Italian,Business
20210106,2021-01-06,2,1,9.30,0,1,1,Grill,Gourmet
20210106,2021-01-06,2,1,9.30,0,1,2,Spanish,Traditional
20210106,2021-01-06,2,1,9.30,0,1,3,Italian,Business
20210106,2021-01-06,2,1,9.30,0,1,4,Italian,Business
20210106,2021-01-06,2,1,9.30,0,1,5,Italian,Gourmet
20210106,2021-01-06,2,1,9.30,0,1,6,Mediterranean,Traditional
20210106,2021-01-06,2,1,9.30,0,1,7,Spanish,Family
20210106,2021-01-06,2,1,9.30,0,1,8,Mediterranean,Family
20210106,2021-01-06,2,1,9.30,0,1,9,Italian,Traditional
20210106,2021-01-06,2,1,9.30,0,1,10,Mediterranean,Gourmet
20210106,2021-01-06,2,1,9.30,0,1,11,Italian,Traditional
20210106,2021-01-06,2,1,9.30,0,1,12,Mediterranean,Traditional
20210106,2021-01-06,2,1,9.30,0,1,13,Grill,Gourmet
20210106,2021-01-06,2,1,9.30,0,1,14,Spanish,Traditional
20210106,2021-01-06,2,1,9.30,0,1,15,Spanish,Business
20210106,2021-01-06,2,1,9.30,0,1,16,Grill,Traditional
20210106,2021-01-06,2,1,9.30,0,1,17,Mediterranean,Traditional
20210106,2021-01-06,2,1,9.30,0,1,18,Mediterranean,Business
20210106,2021-01-06,2,1,9.30,0,1,19,Grill,Business
20210106,2021-01-06,2,1,9.30,0,1,20,Italian,Business
20210107,2021-01-07,3,1,11.50,0,1,1,Grill,Gourmet
20210107,2021-01-07,3,1,11.50,0,1,2,Spanish,Traditional
20210107,2021-01-07,3,1,11.50,0,1,3,Italian,Business
20210107,2021-01-07,3,1,11.50,0,1,4,Italian,Business
20210107,2021-01-07,3,1,11.50,0,1,5,Italian,Gourmet
20210107,2021-01-07,3,1,11.50,0,1,6,Mediterranean,Traditional
20210107,2021-01-07,3,1,11.50,0,1,7,Spanish,Family
20210107,2021-01-07,3,1,11.50,0,1,8,Mediterranean,Family
20210107,2021-01-07,3,1,11.50,0,1,9,Italian,Traditional
20210107,2021-01-07,3,1,11.50,0,1,10,Mediterranean,Gourmet
20210107,2021-01-07,3,1,11.50,0,1,11,Italian,Traditional
20210107,2021-01-07,3,1,11.50,0,1,12,Mediterranean,Traditional
20210107,2021-01-07,3,1,11.50,0,1,13,Grill,Gourmet
20210107,2021-01-07,3,1,11.50,0,1,14,Spanish,Traditional
20210107,2021-01-07,3,1,11.50,0,1,15,Spanish,Business
20210107,2021-01-07,3,1,11.50,0,1,16,Grill,Traditional
20210107,2021-01-07,3,1,11.50,0,1,17,Mediterranean,Traditional
20210107,2021-01-07,3,1,11.50,0,1,18,Mediterranean,Business
20210107,2021-01-07,3,1,11.50,0,1,19,Grill,Business
20210107,2021-01-07,3,1,11.50,0,1,20,Italian,Business
20210108,2021-01-08,4,1,3.30,0,0,1,Grill,Gourmet
20210108,2021-01-08,4,1,3.30,0,0,2,Spanish,Traditional
20210108,2021-01-08,4,1,3.30,0,0,3,Italian,Business
20210108,2021-01-08,4,1,3.30,0,0,4,Italian,Business
20210108,2021-01-08,4,1,3.30,0,0,5,Italian,Gourmet
20210108,2021-01-08,4,1,3.30,0,0,6,Mediterranean,Traditional
20210108,2021-01-08,4,1,3.30,0,0,7,Spanish,Family
20210108,2021-01-08,4,1,3.30,0,0,8,Mediterranean,Family
20210108,2021-01-08,4,1,3.30,0,0,9,Italian,Traditional
20210108,2021-01-08,4,1,3.30,0,0,10,Mediterranean,Gourmet
20210108,2021-01-08,4,1,3.30,0,0,11,Italian,Traditional
20210108,2021-01-08,4,1,3.30,0,0,12,Mediterranean,Traditional
20210108,2021-01-08,4,1,3.30,0,0,13,Grill,Gourmet
20210108,2021-01-08,4,1,3.30,0,0,14,Spanish,Traditional
20210108,2021-01-08,4,1,3.30,0,0,15,Spanish,Business
20210108,2021-01-08,4,1,3.30,0,0,16,Grill,Traditional
20210108,2021-01-08,4,1,3.30,0,0,17,Mediterranean,Traditional
20210108,2021-01-08,4,1,3.30,0,0,18,Mediterranean,Business
20210108,2021-01-08,4,1,3.30,0,0,19,Grill,Business
20210108,2021-01-08,4,1,3.30,0,0,20,Italian,Business
20210109,2021-01-09,5,1,6.90,0,0,1,Grill,Gourmet
20210109,2021-01-09,5,1,6.90,0,0,2,Spanish,Traditional
20210109,2021-01-09,5,1,6.90,0,0,3,Italian,Business
20210109,2021-01-09,5,1,6.90,0,0,4,Italian,Business
20210109,2021-01-09,5,1,6.90,0,0,5,Italian,Gourmet
20210109,2021-01-09,5,1,6.90,0,0,6,Mediterranean,Traditional
20210109,2021-01-09,5,1,6.90,0,0,7,Spanish,Family
20210109,2021-01-09,5,1,6.90,0,0,8,Mediterranean,Family
20210109,2021-01-09,5,1,6.90,0,0,9,Italian,Traditional
20210109,2021-01-09,5,1,6.90,0,0,10,Mediterranean,Gourmet
20210109,2021-01-09,5,1,6.90,0,0,11,Italian,Traditional
20210109,2021-01-09,5,1,6.90,0,0,12,Mediterranean,Traditional
20210109,2021-01-09,5,1,6.90,0,0,13,Grill,Gourmet
20210109,2021-01-09,5,1,6.90,0,0,14,Spanish,Traditional
20210109,2021-01-09,5,1,6.90,0,0,15,Spanish,Business
20210109,2021-01-09,5,1,6.90,0,0,16,Grill,Traditional
20210109,2021-01-09,5,1,6.90,0,0,17,Mediterranean,Traditional
20210109,2021-01-09,5,1,6.90,0,0,18,Mediterranean,Business
20210109,2021-01-09,5,1,6.90,0,0,19,Grill,Business
20210109,2021-01-09,5,1,6.90,0,0,20,Italian,Business
20210110,2021-01-10,6,1,7.20,0,0,1,Grill,Gourmet
20210110,2021-01-10,6,1,7.20,0,0,2,Spanish,Traditional
20210110,2021-01-10,6,1,7.20,0,0,3,Italian,Business
20210110,2021-01-10,6,1,7.20,0,0,4,Italian,Business
20210110,2021-01-10,6,1,7.20,0,0,5,Italian,Gourmet
20210110,2021-01-10,6,1,7.20,0,0,6,Mediterranean,Traditional
20210110,2021-01-10,6,1,7.20,0,0,7,Spanish,Family
20210110,2021-01-10,6,1,7.20,0,0,8,Mediterranean,Family
20210110,2021-01-10,6,1,7.20,0,0,9,Italian,Traditional
20210110,2021-01-10,6,1,7.20,0,0,10,Mediterranean,Gourmet
20210110,2021-01-10,6,1,7.20,0,0,11,Italian,Traditional
20210110,2021-01-10,6,1,7.20,0,0,12,Mediterranean,Traditional
20210110,2021-01-10,6,1,7.20,0,0,13,Grill,Gourmet
20210110,2021-01-10,6,1,7.20,0,0,14,Spanish,Traditional
20210110,2021-01-10,6,1,7.20,0,0,15,Spanish,Business
20210110,2021-01-10,6,1,7.20,0,0,16,Grill,Traditional
20210110,2021-01-10,6,1,7.20,0,0,17,Mediterranean,Traditional
20210110,2021-01-10,6,1,7.20,0,0,18,Mediterranean,Business
20210110,2021-01-10,6,1,7.20,0,0,19,Grill,Business
20210110,2021-01-10,6,1,7.20,0,0,20,Italian,Business
20210111,2021-01-11,0,1,4.70,0,1,1,Grill,Gourmet
20210111,2021-01-11,0,1,4.70,0,1,2,Spanish,Traditional
20210111,2021-01-11,0,1,4.70,0,1,3,Italian,Business
20210111,2021-01-11,0,1,4.70,0,1,4,Italian,Business
20210111,2021-01-11,0,1,4.70,0,1,5,Italian,Gourmet
20210111,2021-01-11,0,1,4.70,0,1,6,Mediterranean,Traditional
20210111,2021-01-11,0,1,4.70,0,1,7,Spanish,Family
20210111,2021-01-11,0,1,4.70,0,1,8,Mediterranean,Family
20210111,2021-01-11,0,1,4.70,0,1,9,Italian,Traditional
20210111,2021-01-11,0,1,4.70,0,1,10,Mediterranean,Gourmet
20210111,2021-01-11,0,1,4.70,0,1,11,Italian,Traditional
20210111,2021-01-11,0,1,4.70,0,1,12,Mediterranean,Traditional
20210111,2021-01-11,0,1,4.70,0,1,13,Grill,Gourmet
20210111,2021-01-11,0,1,4.70,0,1,14,Spanish,Traditional
20210111,2021-01-11,0,1,4.70,0,1,15,Spanish,Business
20210111,2021-01-11,0,1,4.70,0,1,16,Grill,Traditional
20210111,2021-01-11,0,1,4.70,0,1,17,Mediterranean,Traditional
20210111,2021-01-11,0,1,4.70,0,1,18,Mediterranean,Business
20210111,2021-01-11,0,1,4.70,0,1,19,Grill,Business
20210111,2021-01-11,0,1,4.70,0,1,20,Italian,Business
20210112,2021-01-12,1,1,6.50,0,1,1,Grill,Gourmet
20210112,2021-01-12,1,1,6.50,0,1,2,Spanish,Traditional
20210112,2021-01-12,1,1,6.50,0,1,3,Italian,Business
20210112,2021-01-12,1,1,6.50,0,1,4,Italian,Business
20210112,2021-01-12,1,1,6.50,0,1,5,Italian,Gourmet
20210112,2021-01-12,1,1,6.50,0,1,6,Mediterranean,Traditional
20210112,2021-01-12,1,1,6.50,0,1,7,Spanish,Family
20210112,2021-01-12,1,1,6.50,0,1,8,Mediterranean,Family
20210112,2021-01-12,1,1,6.50,0,1,9,Italian,Traditional
20210112,2021-01-12,1,1,6.50,0,1,10,Mediterranean,Gourmet
20210112,2021-01-12,1,1,6.50,0,1,11,Italian,Traditional
20210112,2021-01-12,1,1,6.50,0,1,12,Mediterranean,Traditional
20210112,2021-01-12,1,1,6.50,0,1,13,Grill,Gourmet
20210112,2021-01-12,1,1,6.50,0,1,14,Spanish,Traditional
20210112,2021-01-12,1,1,6.50,0,1,15,Spanish,Business
20210112,2021-01-12,1,1,6.50,0,1,16,Grill,Traditional
20210112,2021-01-12,1,1,6.50,0,1,17,Mediterranean,Traditional
20210112,2021-01-12,1,1,6.50,0,1,18,Mediterranean,Business
20210112,2021-01-12,1,1,6.50,0,1,19,Grill,Business
20210112,2021-01-12,1,1,6.50,0,1,20,Italian,Business
20210113,2021-01-13,2,1,8.60,0,1,1,Grill,Gourmet
20210113,2021-01-13,2,1,8.60,0,1,2,Spanish,Traditional
20210113,2021-01-13,2,1,8.60,0,1,3,Italian,Business
20210113,2021-01-13,2,1,8.60,0,1,4,Italian,Business
20210113,2021-01-13,2,1,8.60,0,1,5,Italian,Gourmet
20210113,2021-01-13,2,1,8.60,0,1,6,Mediterranean,Traditional
20210113,2021-01-13,2,1,8.60,0,1,7,Spanish,Family
20210113,2021-01-13,2,1,8.60,0,1,8,Mediterranean,Family
20210113,2021-01-13,2,1,8.60,0,1,9,Italian,Traditional
20210113,2021-01-13,2,1,8.60,0,1,10,Mediterranean,Gourmet
20210113,2021-01-13,2,1,8.60,0,1,11,Italian,Traditional
20210113,2021-01-13,2,1,8.60,0,1,12,Mediterranean,Traditional
20210113,2021-01-13,2,1,8.60,0,1,13,Grill,Gourmet
20210113,2021-01-13,2,1,8.60,0,1,14,Spanish,Traditional
20210113,2021-01-13,2,1,8.60,0,1,15,Spanish,Business
20210113,2021-01-13,2,1,8.60,0,1,16,Grill,Traditional
20210113,2021-01-13,2,1,8.60,0,1,17,Mediterranean,Traditional
20210113,2021-01-13,2,1,8.60,0,1,18,Mediterranean,Business
20210113,2021-01-13,2,1,8.60,0,1,19,Grill,Business
20210113,2021-01-13,2,1,8.60,0,1,20,Italian,Business
20210114,2021-01-14,3,1,8.60,0,1,1,Grill,Gourmet
20210114,2021-01-14,3,1,8.60,0,1,2,Spanish,Traditional
20210114,2021-01-14,3,1,8.60,0,1,3,Italian,Business
20210114,2021-01-14,3,1,8.60,0,1,4,Italian,Business
20210114,2021-01-14,3,1,8.60,0,1,5,Italian,Gourmet
20210114,2021-01-14,3,1,8.60,0,1,6,Mediterranean,Traditional
20210114,2021-01-14,3,1,8.60,0,1,7,Spanish,Family
20210114,2021-01-14,3,1,8.60,0,1,8,Mediterranean,Family
20210114,2021-01-14,3,1,8.60,0,1,9,Italian,Traditional
20210114,2021-01-14,3,1,8.60,0,1,10,Mediterranean,Gourmet
20210114,2021-01-14,3,1,8.60,0,1,11,Italian,Traditional
20210114,2021-01-14,3,1,8.60,0,1,12,Mediterranean,Traditional
20210114,2021-01-14,3,1,8.60,0,1,13,Grill,Gourmet
20210114,2021-01-14,3,1,8.60,0,1,14,Spanish,Traditional
20210114,2021-01-14,3,1,8.60,0,1,15,Spanish,Business
20210114,2021-01-14,3,1,8.60,0,1,16,Grill,Traditional
20210114,2021-01-14,3,1,8.60,0,1,17,Mediterranean,Traditional
20210114,2021-01-14,3,1,8.60,0,1,18,Mediterranean,Business
20210114,2021-01-14,3,1,8.60,0,1,19,Grill,Business
20210114,2021-01-14,3,1,8.60,0,1,20,Italian,Business
20210115,2021-01-15,4,1,5.50,0,0,1,Grill,Gourmet
20210115,2021-01-15,4,1,5.50,0,0,2,Spanish,Traditional
20210115,2021-01-15,4,1,5.50,0,0,3,Italian,Business
20210115,2021-01-15,4,1,5.50,0,0,4,Italian,Business
20210115,2021-01-15,4,1,5.50,0,0,5,Italian,Gourmet
20210115,2021-01-15,4,1,5.50,0,0,6,Mediterranean,Traditional
20210115,2021-01-15,4,1,5.50,0,0,7,Spanish,Family
20210115,2021-01-15,4,1,5.50,0,0,8,Mediterranean,Family
20210115,2021-01-15,4,1,5.50,0,0,9,Italian,Traditional
20210115,2021-01-15,4,1,5.50,0,0,10,Mediterranean,Gourmet
20210115,2021-01-15,4,1,5.50,0,0,11,Italian,Traditional
20210115,2021-01-15,4,1,5.50,0,0,12,Mediterranean,Traditional
20210115,2021-01-15,4,1,5.50,0,0,13,Grill,Gourmet
20210115,2021-01-15,4,1,5.50,0,0,14,Spanish,Traditional
20210115,2021-01-15,4,1,5.50,0,0,15,Spanish,Business
20210115,2021-01-15,4,1,5.50,0,0,16,Grill,Traditional
20210115,2021-01-15,4,1,5.50,0,0,17,Mediterranean,Traditional
20210115,2021-01-15,4,1,5.50,0,0,18,Mediterranean,Business
20210115,2021-01-15,4,1,5.50,0,0,19,Grill,Business
20210115,2021-01-15,4,1,5.50,0,0,20,Italian,Business
20210116,2021-01-16,5,1,6.90,0,0,1,Grill,Gourmet
20210116,2021-01-16,5,1,6.90,0,0,2,Spanish,Traditional
20210116,2021-01-16,5,1,6.90,0,0,3,Italian,Business
20210116,2021-01-16,5,1,6.90,0,0,4,Italian,Business
20210116,2021-01-16,5,1,6.90,0,0,5,Italian,Gourmet
20210116,2021-01-16,5,1,6.90,0,0,6,Mediterranean,Traditional
20210116,2021-01-16,5,1,6.90,0,0,7,Spanish,Family
20210116,2021-01-16,5,1,6.90,0,0,8,Mediterranean,Family
20210116,2021-01-16,5,1,6.90,0,0,9,Italian,Traditional
20210116,2021-01-16,5,1,6.90,0,0,10,Mediterranean,Gourmet
20210116,2021-01-16,5,1,6.90,0,0,11,Italian,Traditional
20210116,2021-01-16,5,1,6.90,0,0,12,Mediterranean,Traditional
20210116,2021-01-16,5,1,6.90,0,0,13,Grill,Gourmet
20210116,2021-01-16,5,1,6.90,0,0,14,Spanish,Traditional
20210116,2021-01-16,5,1,6.90,0,0,15,Spanish,Business
20210116,2021-01-16,5,1,6.90,0,0,16,Grill,Traditional
20210116,2021-01-16,5,1,6.90,0,0,17,Mediterranean,Traditional
20210116,2021-01-16,5,1,6.90,0,0,18,Mediterranean,Business
20210116,2021-01-16,5,1,6.90,0,0,19,Grill,Business
20210116,2021-01-16,5,1,6.90,0,0,20,Italian,Business
20210117,2021-01-17,6,1,-0.90,0,0,1,Grill,Gourmet
20210117,2021-01-17,6,1,-0.90,0,0,2,Spanish,Traditional
20210117,2021-01-17,6,1,-0.90,0,0,3,Italian,Business
20210117,2021-01-17,6,1,-0.90,0,0,4,Italian,Business
20210117,2021-01-17,6,1,-0.90,0,0,5,Italian,Gourmet
20210117,2021-01-17,6,1,-0.90,0,0,6,Mediterranean,Traditional
20210117,2021-01-17,6,1,-0.90,0,0,7,Spanish,Family
20210117,2021-01-17,6,1,-0.90,0,0,8,Mediterranean,Family
20210117,2021-01-17,6,1,-0.90,0,0,9,Italian,Traditional
20210117,2021-01-17,6,1,-0.90,0,0,10,Mediterranean,Gourmet
20210117,2021-01-17,6,1,-0.90,0,0,11,Italian,Traditional
20210117,2021-01-17,6,1,-0.90,0,0,12,Mediterranean,Traditional
20210117,2021-01-17,6,1,-0.90,0,0,13,Grill,Gourmet
20210117,2021-01-17,6,1,-0.90,0,0,14,Spanish,Traditional
20210117,2021-01-17,6,1,-0.90,0,0,15,Spanish,Business
20210117,2021-01-17,6,1,-0.90,0,0,16,Grill,Traditional
20210117,2021-01-17,6,1,-0.90,0,0,17,Mediterranean,Traditional
20210117,2021-01-17,6,1,-0.90,0,0,18,Mediterranean,Business
20210117,2021-01-17,6,1,-0.90,0,0,19,Grill,Business
20210117,2021-01-17,6,1,-0.90,0,0,20,Italian,Business
20210118,2021-01-18,0,1,1.90,0,1,1,Grill,Gourmet
20210118,2021-01-18,0,1,1.90,0,1,2,Spanish,Traditional
20210118,2021-01-18,0,1,1.90,0,1,3,Italian,Business
20210118,2021-01-18,0,1,1.90,0,1,4,Italian,Business
20210118,2021-01-18,0,1,1.90,0,1,5,Italian,Gourmet
20210118,2021-01-18,0,1,1.90,0,1,6,Mediterranean,Traditional
20210118,2021-01-18,0,1,1.90,0,1,7,Spanish,Family
20210118,2021-01-18,0,1,1.90,0,1,8,Mediterranean,Family
20210118,2021-01-18,0,1,1.90,0,1,9,Italian,Traditional
20210118,2021-01-18,0,1,1.90,0,1,10,Mediterranean,Gourmet
20210118,2021-01-18,0,1,1.90,0,1,11,Italian,Traditional
20210118,2021-01-18,0,1,1.90,0,1,12,Mediterranean,Traditional
20210118,2021-01-18,0,1,1.90,0,1,13,Grill,Gourmet
20210118,2021-01-18,0,1,1.90,0,1,14,Spanish,Traditional
20210118,2021-01-18,0,1,1.90,0,1,15,Spanish,Business
20210118,2021-01-18,0,1,1.90,0,1,16,Grill,Traditional
20210118,2021-01-18,0,1,1.90,0,1,17,Mediterranean,Traditional
20210118,2021-01-18,0,1,1.90,0,1,18,Mediterranean,Business
20210118,2021-01-18,0,1,1.90,0,1,19,Grill,Business
20210118,2021-01-18,0,1,1.90,0,1,20,Italian,Business
20210119,2021-01-19,1,1,2.50,0,1,1,Grill,Gourmet
20210119,2021-01-19,1,1,2.50,0,1,2,Spanish,Traditional
20210119,2021-01-19,1,1,2.50,0,1,3,Italian,Business
20210119,2021-01-19,1,1,2.50,0,1,4,Italian,Business
20210119,2021-01-19,1,1,2.50,0,1,5,Italian,Gourmet
20210119,2021-01-19,1,1,2.50,0,1,6,Mediterranean,Traditional
20210119,2021-01-19,1,1,2.50,0,1,7,Spanish,Family
20210119,2021-01-19,1,1,2.50,0,1,8,Mediterranean,Family
20210119,2021-01-19,1,1,2.50,0,1,9,Italian,Traditional
20210119,2021-01-19,1,1,2.50,0,1,10,Mediterranean,Gourmet
20210119,2021-01-19,1,1,2.50,0,1,11,Italian,Traditional
20210119,2021-01-19,1,1,2.50,0,1,12,Mediterranean,Traditional
20210119,2021-01-19,1,1,2.50,0,1,13,Grill,Gourmet
20210119,2021-01-19,1,1,2.50,0,1,14,Spanish,Traditional
20210119,2021-01-19,1,1,2.50,0,1,15,Spanish,Business
20210119,2021-01-19,1,1,2.50,0,1,16,Grill,Traditional
20210119,2021-01-19,1,1,2.50,0,1,17,Mediterranean,Traditional
20210119,2021-01-19,1,1,2.50,0,1,18,Mediterranean,Business
20210119,2021-01-19,1,1,2.50,0,1,19,Grill,Business
20210119,2021-01-19,1,1,2.50,0,1,20,Italian,Business
20210120,2021-01-20,2,1,0.50,0,1,1,Grill,Gourmet
20210120,2021-01-20,2,1,0.50,0,1,2,Spanish,Traditional
20210120,2021-01-20,2,1,0.50,0,1,3,Italian,Business
20210120,2021-01-20,2,1,0.50,0,1,4,Italian,Business
20210120,2021-01-20,2,1,0.50,0,1,5,Italian,Gourmet
20210120,2021-01-20,2,1,0.50,0,1,6,Mediterranean,Traditional
20210120,2021-01-20,2,1,0.50,0,1,7,Spanish,Family
20210120,2021-01-20,2,1,0.50,0,1,8,Mediterranean,Family
20210120,2021-01-20,2,1,0.50,0,1,9,Italian,Traditional
20210120,2021-01-20,2,1,0.50,0,1,10,Mediterranean,Gourmet
20210120,2021-01-20,2,1,0.50,0,1,11,Italian,Traditional
20210120,2021-01-20,2,1,0.50,0,1,12,Mediterranean,Traditional
20210120,2021-01-20,2,1,0.50,0,1,13,Grill,Gourmet
20210120,2021-01-20,2,1,0.50,0,1,14,Spanish,Traditional
20210120,2021-01-20,2,1,0.50,0,1,15,Spanish,Business
20210120,2021-01-20,2,1,0.50,0,1,16,Grill,Traditional
20210120,2021-01-20,2,1,0.50,0,1,17,Mediterranean,Traditional
20210120,2021-01-20,2,1,0.50,0,1,18,Mediterranean,Business
20210120,2021-01-20,2,1,0.50,0,1,19,Grill,Business
20210120,2021-01-20,2,1,0.50,0,1,20,Italian,Business
20210121,2021-01-21,3,1,7.50,0,1,1,Grill,Gourmet
